gene,essential_category,database,Protein
SPECC1,Non-essential,D,Q5M775
RNFT1,Non-essential,D,Q5M7Z0
SLC35D3,Non-essential,D,Q5M8T2
CCDC158,Non-essential,D,Q5M9N0
NKAPL,Non-essential,D,Q5M9Q1
CDKL4,Cancer,O,Q5MAI5
ZNF569,Non-essential,D,Q5MCW4
PPP4R3B,Non-essential,D,Q5MIZ7
SPANXN5,Non-essential,D,Q5MJ07
SPANXN4,Non-essential,D,Q5MJ08
SPANXN3,Non-essential,D,Q5MJ09
SPANXN2,Non-essential,D,Q5MJ10
SPDYA,Non-essential,D,Q5MJ70
FBXO47,Non-essential,D,Q5MNV8
WDR45B,Non-essential,D,Q5MNZ6
WIPI1,Non-essential,D,Q5MNZ9
ENTPD8,Non-essential,D,Q5MY95
EOGT,Non-essential,D,Q5NDL2
FFAR4,Non-essential,D,Q5NUL3
SAMD4B,Non-essential,D,Q5PRF9
BRMS1L,Non-essential,D,Q5PSV4
SLC10A5,Non-essential,D,Q5PT55
NEXMIF,Non-essential,D,Q5QGS0
RTP2,Non-essential,D,Q5QGT7
CLEC12A,Non-essential,D,Q5QGZ9
TCHHL1,Non-essential,D,Q5QJ38
TBCEL,Non-essential,D,Q5QJ74
DNTTIP2,Core,D,Q5QJE6
ACER2,Non-essential,D,Q5QJU3
H2BC18,Non-essential,D,Q5QNW6
DCAF10,Non-essential,D,Q5QP82
RABGAP1L,Non-essential,D,Q5R372
PLA2G2C,Non-essential,D,Q5R387
ELFN2,Non-essential,D,Q5R3F8
TTC38,Non-essential,D,Q5R3I4
CALHM6,Non-essential,D,Q5R3K3
ERICH3,Non-essential,D,Q5RHP9
COX20,Non-essential,D,Q5RI15
EXOSC6,Core,D,Q5RKV6
RBM48,Core,D,Q5RL73
LRRK2,Cancer,O,Q5S007
PPM1L,Cancer,O,Q5SGD2
TMEM201,Non-essential,D,Q5SNT2
C1orf167,Non-essential,D,Q5SNV9
C6orf136,Non-essential,D,Q5SQH8
ATAT1,Non-essential,D,Q5SQI0
SNAP47,Non-essential,D,Q5SQN1
VAX1,Non-essential,D,Q5SQQ9
SH2D4B,Non-essential,D,Q5SQS7
C10orf120,Non-essential,D,Q5SQS8
NUP188,Non-essential,D,Q5SRE5
PHYHD1,Non-essential,D,Q5SRE7
TTC39A,Non-essential,D,Q5SRH9
MANEA,Non-essential,D,Q5SRI9
TSBP1,Non-essential,D,Q5SRN2
LY6G5C,Non-essential,D,Q5SRR4
MUC21,Non-essential,D,Q5SSG8
HP1BP3,Non-essential,D,Q5SSJ5
SAPCD1,Non-essential,D,Q5SSQ6
VARS2,Non-essential,D,Q5ST30
SMIM40,Non-essential,D,Q5STR5
TMEM240,Non-essential,D,Q5SV17
PERM1,Non-essential,D,Q5SV97
SPMIP3,Non-essential,D,Q5SVJ3
ZBTB41,Non-essential,D,Q5SVQ8
SLC25A30,Non-essential,D,Q5SVS4
ZMYM1,Non-essential,D,Q5SVZ6
DACT2,Non-essential,D,Q5SW24
CEP170,Cancer,O,Q5SW79
LDLRAP1,Cancer,O,Q5SW96
PPP1R15B,Non-essential,D,Q5SWA1
TMEM69,Non-essential,D,Q5SWH9
PRAMEF14,Non-essential,D,Q5SWL7
PRAMEF19,Non-essential,D,Q5SWL8
ODR4,Non-essential,D,Q5SWX8
PLEKHS1,Non-essential,D,Q5SXH7
ZNF678,Non-essential,D,Q5SXM1
SNAPC4,Core,D,Q5SXM2
DNLZ,Non-essential,D,Q5SXM8
NOL9,Core,B,Q5SY16
CATSPERE,Non-essential,D,Q5SY80
FRMPD1,Non-essential,D,Q5SYB0
CLVS2,Non-essential,D,Q5SYC1
NHSL1,Non-essential,D,Q5SYE7
C9orf50,Non-essential,D,Q5SZB4
C6orf141,Non-essential,D,Q5SZD1
GLYATL3,Non-essential,D,Q5SZD4
LDLRAD2,Non-essential,D,Q5SZI1
BEND6,Non-essential,D,Q5SZJ8
FREM2,Non-essential,D,Q5SZK8
CEP85L,Non-essential,D,Q5SZL2
CELF3,Non-essential,D,Q5SZQ8
SZT2,Non-essential,D,Q5T011
HYI,Non-essential,D,Q5T013
FAM120AOS,Non-essential,D,Q5T036
MORN1,Cancer,O,Q5T089
ZNF362,Non-essential,D,Q5T0B9
TPRG1L,Non-essential,D,Q5T0D9
CC2D1B,Non-essential,D,Q5T0F9
TEX35,Non-essential,D,Q5T0J7
SPATA46,Non-essential,D,Q5T0L3
CFAP70,Non-essential,D,Q5T0N1
FNBP1L,Non-essential,D,Q5T0N5
MARCHF8,Non-essential,D,Q5T0T0
CCDC122,Non-essential,D,Q5T0U0
FAM83B,Non-essential,D,Q5T0W9
C6orf132,Non-essential,D,Q5T0Z8
UBXN11,Non-essential,D,Q5T124
RARS2,Non-essential,D,Q5T160
DCST1,Non-essential,D,Q5T197
DCST2,Non-essential,D,Q5T1A1
AXDND1,Non-essential,D,Q5T1B0
THEM4,Non-essential,D,Q5T1C6
EYS,Cancer,O,Q5T1H1
FKBP15,Non-essential,D,Q5T1M5
AKNAD1,Non-essential,D,Q5T1N1
SLC35F1,Non-essential,D,Q5T1Q4
HIVEP3,Non-essential,D,Q5T1R4
NCMAP,Non-essential,D,Q5T1S8
DDX59,Core,B,Q5T1V6
ZC3H13,Non-essential,D,Q5T200
TRAPPC3L,Non-essential,D,Q5T215
UTF1,Non-essential,D,Q5T230
SPOUT1,Core,D,Q5T280
TMEM273,Non-essential,D,Q5T292
TREML2,Cancer,O,Q5T2D2
OTUD3,Non-essential,D,Q5T2D3
ARMH3,Non-essential,D,Q5T2E6
ATAD3C,Non-essential,D,Q5T2N8
PDSS1,Non-essential,D,Q5T2R2
ODAD2,Non-essential,D,Q5T2S8
MPP7,Cancer,O,Q5T2T1
PDZK1,Cancer,O,Q5T2W1
TMEM63B,Non-essential,D,Q5T3F8
GPATCH4,Cancer,O,Q5T3I0
LRIF1,Non-essential,D,Q5T3J3
ABCC10,Cancer,O,Q5T3U5
IBA57,Non-essential,D,Q5T440
GJC2,Non-essential,D,Q5T442
HECTD3,Non-essential,D,Q5T447
RBM20,Non-essential,D,Q5T481
CERCAM,Non-essential,D,Q5T4B2
TMTC4,Cancer,O,Q5T4D3
ZFYVE27,Non-essential,D,Q5T4F4
SFRP5,Non-essential,D,Q5T4F7
C6orf52,Non-essential,D,Q5T4I8
UBR4,Core,D,Q5T4S7
TMEM170B,Non-essential,D,Q5T4T1
SYCP2L,Non-essential,D,Q5T4T6
ARTN,Non-essential,D,Q5T4W7
CFAP276,Non-essential,D,Q5T5A4
LCE3C,Non-essential,D,Q5T5A8
LCE3E,Non-essential,D,Q5T5B0
STXBP5,Non-essential,D,Q5T5C0
ZNF684,Cancer,O,Q5T5D7
SWT1,Non-essential,D,Q5T5J6
CCNJ,Cancer,O,Q5T5M9
C6orf118,Cancer,O,Q5T5N4
KIAA1217,Non-essential,D,Q5T5P2
CCDC183,Non-essential,D,Q5T5S1
ARHGAP21,Cancer,O,Q5T5U3
BEND3,Non-essential,D,Q5T5X7
CAMSAP1,Non-essential,D,Q5T5Y3
ADGRF1,Non-essential,D,Q5T601
ZNF648,Non-essential,D,Q5T619
MRPL2,Non-essential,D,Q5T653
CFAP58,Non-essential,D,Q5T655
C10orf62,Non-essential,D,Q5T681
AVPI1,Non-essential,D,Q5T686
ATXN7L2,Non-essential,D,Q5T6C5
DCAF12,Non-essential,D,Q5T6F0
UBAP2,Non-essential,D,Q5T6F2
IDNK,Non-essential,D,Q5T6J7
ERMARD,Cancer,O,Q5T6L9
PHF19,Non-essential,D,Q5T6S3
QNG1,Non-essential,D,Q5T6V5
FAM162B,Non-essential,D,Q5T6X4
GPRC6A,Non-essential,D,Q5T6X5
LDLRAD1,Non-essential,D,Q5T700
KPRP,Non-essential,D,Q5T749
KPLCE,Non-essential,D,Q5T750
LCE1D,Non-essential,D,Q5T752
LCE1E,Core,O,Q5T753
LCE1F,Core,O,Q5T754
IFIT1B,Non-essential,D,Q5T764
KIF24,Non-essential,D,Q5T7B8
C1QTNF12,Non-essential,D,Q5T7M4
DIPK1A,Non-essential,D,Q5T7M9
L1TD1,Non-essential,D,Q5T7N2
KANK4,Non-essential,D,Q5T7N3
LCE1A,Core,O,Q5T7P2
LCE1B,Non-essential,D,Q5T7P3
SYT6,Cancer,O,Q5T7P8
C1orf185,Non-essential,D,Q5T7R7
GORAB,Non-essential,D,Q5T7V8
ZNF618,Non-essential,D,Q5T7W0
TSTD2,Non-essential,D,Q5T7W7
GPR158,Non-essential,D,Q5T848
PRR9,Non-essential,D,Q5T870
LELP1,Cancer,O,Q5T871
ERCC6L2,Non-essential,D,Q5T890
PPP1R26,Non-essential,D,Q5T8A7
ACBD5,Non-essential,D,Q5T8D3
EEIG2,Non-essential,D,Q5T8I3
HENMT1,Non-essential,D,Q5T8I9
RBM26,Non-essential,D,Q5T8P6
IER5L,Non-essential,D,Q5T953
ATAD3B,Cancer,O,Q5T9A4
EEIG1,Non-essential,D,Q5T9C2
PIP5KL1,Non-essential,D,Q5T9C9
ARMC12,Non-essential,D,Q5T9G4
WLS,Non-essential,D,Q5T9L3
CCDC18,Non-essential,D,Q5T9S5
TEDDM1,Non-essential,D,Q5T9Z0
RNF187,Non-essential,D,Q5TA31
INTS11,Core,D,Q5TA45
CPTP,Non-essential,D,Q5TA50
LCE3A,Non-essential,D,Q5TA76
LCE3B,Non-essential,D,Q5TA77
LCE4A,Non-essential,D,Q5TA78
LCE2A,Non-essential,D,Q5TA79
LCE2C,Non-essential,D,Q5TA81
LCE2D,Non-essential,D,Q5TA82
HES5,Non-essential,D,Q5TA89
TTC22,Non-essential,D,Q5TAA0
RIPPLY2,Non-essential,D,Q5TAB7
SLC9C2,Non-essential,D,Q5TAH2
UTP14C,Non-essential,D,Q5TAP6
DCAF8,Non-essential,D,Q5TAQ9
COL13A1,Non-essential,D,Q5TAT6
TUT4,Non-essential,D,Q5TAX3
DEPDC1,Non-essential,D,Q5TB30
CEP162,Non-essential,D,Q5TB80
FRY,Non-essential,D,Q5TBA9
RNASEH2B,Non-essential,D,Q5TBB1
BCL2L15,Cancer,O,Q5TBC7
C9orf153,Non-essential,D,Q5TBE3
N4BP2L1,Non-essential,D,Q5TBK1
ATPAF1,Non-essential,D,Q5TC12
GRTP1,Non-essential,D,Q5TC63
ZBTB37,Non-essential,D,Q5TC79
RC3H1,Non-essential,D,Q5TC82
OGFRL1,Non-essential,D,Q5TC84
CYP4A22,Non-essential,D,Q5TCH4
LCE5A,Non-essential,D,Q5TCM9
MAGI3,Cancer,O,Q5TCQ9
AK9,Non-essential,D,Q5TCS8
MAP3K21,Non-essential,D,Q5TCX8
TTBK1,Non-essential,D,Q5TCY1
SH3PXD2A,Non-essential,D,Q5TCZ1
RSPH4A,Non-essential,D,Q5TD94
FHL5,Non-essential,D,Q5TD97
DDI2,Non-essential,D,Q5TDH0
LGSN,Non-essential,D,Q5TDP6
DNAAF9,Non-essential,D,Q5TEA3
SEL1L2,Non-essential,D,Q5TEA6
ZNF697,Non-essential,D,Q5TEC3
THEMIS2,Non-essential,D,Q5TEJ8
NDUFAF5,Cancer,O,Q5TEU4
C6orf163,Non-essential,D,Q5TEZ5
IFFO2,Non-essential,D,Q5TF58
NT5DC1,Cancer,O,Q5TFE4
ZC2HC1B,Non-essential,D,Q5TFG8
SIRPB1,Cancer,O,Q5TFQ8
FAXC,Non-essential,D,Q5TGI0
SAMD5,Non-essential,D,Q5TGI4
HDGFL1,Non-essential,D,Q5TGJ6
PXDC1,Non-essential,D,Q5TGL8
MROH9,Non-essential,D,Q5TGP6
HES3,Non-essential,D,Q5TGS1
TSPO2,Non-essential,D,Q5TGU0
TMCO4,Non-essential,D,Q5TGY1
AHDC1,Non-essential,D,Q5TGY3
MICOS10,Non-essential,D,Q5TGZ0
ARFGEF3,Non-essential,D,Q5TH69
STPG1,Non-essential,D,Q5TH74
VPS13D,Core,D,Q5THJ4
PRR14L,Cancer,O,Q5THK1
EFCAB6,Non-essential,D,Q5THR3
MEI1,Non-essential,D,Q5TIA1
CCDC181,Non-essential,D,Q5TID7
LIN9,Non-essential,D,Q5TKA1
ZNF658,Non-essential,D,Q5TYW1
OR2G6,Non-essential,D,Q5TZ20
CROCC,Cancer,O,Q5TZA2
ANKRD45,Cancer,O,Q5TZF3
SPATA31A1,Non-essential,D,Q5TZJ5
TMEM164,Cancer,O,Q5U3C3
ASPHD1,Non-essential,D,Q5U4P2
MEX3C,Non-essential,D,Q5U5Q3
HECTD2,Non-essential,D,Q5U5R9
LYRM7,Non-essential,D,Q5U5X0
FAM222A,Non-essential,D,Q5U5X8
AGBL2,Non-essential,D,Q5U5Z8
ATF7IP2,Non-essential,D,Q5U623
C12orf60,Non-essential,D,Q5U649
RASIP1,Non-essential,D,Q5U651
GPR157,Non-essential,D,Q5UAW9
EMC10,Cancer,O,Q5UCC4
PIK3R6,Non-essential,D,Q5UE93
RIF1,Non-essential,D,Q5UIP0
VPS53,Non-essential,D,Q5VIR6
ZNF468,Cancer,O,Q5VIY5
MANEAL,Non-essential,D,Q5VSG8
STRIP1,Cancer,O,Q5VSL9
SPANXN1,Non-essential,D,Q5VSR9
ABHD17B,Cancer,O,Q5VST6
OBSCN,Non-essential,D,Q5VST9
GKAP1,Non-essential,D,Q5VSY0
NUTM2D,Non-essential,D,Q5VT03
CEP350,Non-essential,D,Q5VT06
CDC42BPA,Non-essential,D,Q5VT25
FAM78B,Non-essential,D,Q5VT40
RPRD2,Non-essential,D,Q5VT52
MTARC1,Non-essential,D,Q5VT66
ANXA8L1,Non-essential,D,Q5VT79
SYDE2,Non-essential,D,Q5VT97
PRAMEF20,Non-essential,D,Q5VT98
LRRC38,Non-essential,D,Q5VT99
PRAMEF17,Non-essential,D,Q5VTA0
RNF220,Non-essential,D,Q5VTB9
GFI1B,Non-essential,D,Q5VTD9
ANGEL2,Non-essential,D,Q5VTE6
CFAP126,Non-essential,D,Q5VTH2
DNAI4,Non-essential,D,Q5VTH9
KLHDC7A,Non-essential,D,Q5VTJ3
FNDC7,Cancer,O,Q5VTL7
PRPF38B,Core,B,Q5VTL8
AGAP9,Non-essential,D,Q5VTM2
TTC39B,Non-essential,D,Q5VTQ0
RNF20,Core,D,Q5VTR2
CFAP95,Non-essential,D,Q5VTT2
MYOM3,Non-essential,D,Q5VTT5
HHAT,Non-essential,D,Q5VTY9
PDE4DIP,Non-essential,D,Q5VU43
AGBL4,Non-essential,D,Q5VU57
NUP210L,Non-essential,D,Q5VU65
CFAP141,Non-essential,D,Q5VU69
DCAF12L1,Non-essential,D,Q5VU92
CACHD1,Non-essential,D,Q5VU97
ZNF318,Non-essential,D,Q5VUA4
FAM171A1,Non-essential,D,Q5VUB5
DIPK1B,Non-essential,D,Q5VUD6
C1orf53,Non-essential,D,Q5VUE5
SFMBT2,Non-essential,D,Q5VUG0
LRCH2,Non-essential,D,Q5VUJ6
SDHAF4,Non-essential,D,Q5VUM1
AADACL3,Cancer,O,Q5VUY0
AADACL4,Non-essential,D,Q5VUY2
FOXD4L5,Non-essential,D,Q5VV16
OTUD1,Non-essential,D,Q5VV17
ARHGEF16,Non-essential,D,Q5VV41
CDKAL1,Non-essential,D,Q5VV42
KIAA0319,Non-essential,D,Q5VV43
ZNF691,Non-essential,D,Q5VV52
ATRNL1,Non-essential,D,Q5VV63
PPRC1,Non-essential,D,Q5VV67
TMEM244,Non-essential,D,Q5VVB8
C1orf146,Non-essential,D,Q5VVC0
IRAK1BP1,Non-essential,D,Q5VVH5
MYSM1,Cancer,O,Q5VVJ2
CCDC30,Non-essential,D,Q5VVM6
SPATA31A6,Non-essential,D,Q5VVP1
YOD1,Non-essential,D,Q5VVQ6
GARNL3,Non-essential,D,Q5VVW2
UBE2U,Non-essential,D,Q5VVX9
NTMT2,Non-essential,D,Q5VVY1
DCAF12L2,Non-essential,D,Q5VW00
AGAP6,Core,D,Q5VW22
BROX,Non-essential,D,Q5VW32
FOCAD,Non-essential,D,Q5VW36
GPR107,Non-essential,D,Q5VW38
HACD4,Non-essential,D,Q5VWC8
TAF3,Non-essential,D,Q5VWG9
TCERG1L,Non-essential,D,Q5VWI1
SNX30,Non-essential,D,Q5VWJ9
IL23R,Non-essential,D,Q5VWK5
PRAMEF18,Non-essential,D,Q5VWM3
TASOR2,Non-essential,D,Q5VWN6
TENT5C,Non-essential,D,Q5VWP2
MLIP,Non-essential,D,Q5VWP3
RSBN1,Cancer,O,Q5VWQ0
DAB2IP,Non-essential,D,Q5VWQ8
FYB2,Non-essential,D,Q5VWT5
C1QL3,Non-essential,D,Q5VWW1
KHDRBS2,Non-essential,D,Q5VWX1
LYPLAL1,Non-essential,D,Q5VWZ2
SPATA1,Non-essential,D,Q5VX52
SUSD4,Non-essential,D,Q5VX71
SAMD13,Non-essential,D,Q5VXD3
LIPN,Non-essential,D,Q5VXI9
LIPK,Non-essential,D,Q5VXJ0
CDCP2,Non-essential,D,Q5VXM1
SYPL2,Non-essential,D,Q5VXT5
NKAIN2,Non-essential,D,Q5VXU1
CHIC1,Non-essential,D,Q5VXU3
SHOC1,Non-essential,D,Q5VXU9
IER5,Non-essential,D,Q5VY09
PEAR1,Non-essential,D,Q5VY43
RAET1L,Non-essential,D,Q5VY80
MALRD1,Non-essential,D,Q5VYJ5
ECPAS,Non-essential,D,Q5VYK3
SPATA31G1,Non-essential,D,Q5VYM1
SPATA31A3,Non-essential,D,Q5VYP0
MEDAG,Non-essential,D,Q5VYS4
TUT7,Non-essential,D,Q5VYS8
FOXB2,Non-essential,D,Q5VYV0
SLX4IP,Cancer,O,Q5VYV7
RNLS,Non-essential,D,Q5VYX0
ANKRD22,Non-essential,D,Q5VYY1
LIPM,Non-essential,D,Q5VYY2
NXNL2,Non-essential,D,Q5VZ03
SHE,Cancer,O,Q5VZ18
TDRD10,Non-essential,D,Q5VZ19
KIAA1614,Cancer,O,Q5VZ46
MORN5,Non-essential,D,Q5VZ52
JAKMIP3,Non-essential,D,Q5VZ66
IZUMO3,Non-essential,D,Q5VZ72
DENND4C,Non-essential,D,Q5VZ89
DMRTA1,Non-essential,D,Q5VZB9
NAA35,Non-essential,D,Q5VZE5
MBNL2,Cancer,O,Q5VZF2
TMEM268,Non-essential,D,Q5VZI3
CARMIL1,Non-essential,D,Q5VZK9
ZMYM4,Non-essential,D,Q5VZL5
RRAGB,Non-essential,D,Q5VZM2
STYXL2,Non-essential,D,Q5VZP5
TEX36,Non-essential,D,Q5VZQ5
NUTM2G,Cancer,O,Q5VZR2
METTL21C,Non-essential,D,Q5VZV1
PLPP4,Non-essential,D,Q5VZY2
ARMC3,Non-essential,D,Q5W041
LIPJ,Non-essential,D,Q5W064
ERICH6B,Non-essential,D,Q5W0A0
OBI1,Non-essential,D,Q5W0B1
TMEM236,Cancer,O,Q5W0B7
C9orf57,Non-essential,D,Q5W0N0
USPL1,Core,B,Q5W0Q7
BSPRY,Non-essential,D,Q5W0U4
FHIP2A,Non-essential,D,Q5W0V3
ZDHHC20,Non-essential,D,Q5W0Z9
SPRYD7,Non-essential,D,Q5W111
CST9,Non-essential,D,Q5W186
RESP18,Cancer,O,Q5W5W9
TTC23,Non-essential,D,Q5W5X9
TENT4A,Non-essential,D,Q5XG87
CES4A,Non-essential,D,Q5XG92
LYSMD4,Non-essential,D,Q5XG99
KRT79,Non-essential,D,Q5XKE5
FAM219B,Non-essential,D,Q5XKK7
BTBD8,Non-essential,D,Q5XKL5
MICOS13,Non-essential,D,Q5XKP0
OTP,Non-essential,D,Q5XKR4
VCF2,Non-essential,D,Q5XKR9
RNF123,Non-essential,D,Q5XPI4
FBXO31,Non-essential,D,Q5XUX0
FBXW9,Non-essential,D,Q5XUX1
FBXW10,Non-essential,D,Q5XX13
ANO1,Non-essential,D,Q5XXA6
CD276,Cancer,O,Q5ZPR3
ALS2CL,Non-essential,D,Q60I27
TRIQK,Non-essential,D,Q629K1
ZKSCAN2,Non-essential,D,Q63HK3
TSHZ3,Non-essential,D,Q63HK5
AFMID,Non-essential,D,Q63HM1
PCNX4,Non-essential,D,Q63HM2
PLCXD3,Non-essential,D,Q63HM9
RNF213,Non-essential,D,Q63HN8
AP1AR,Non-essential,D,Q63HQ0
EGFLAM,Non-essential,D,Q63HQ2
TNS2,Non-essential,D,Q63HR2
SLC22A10,Non-essential,D,Q63ZE4
KANK2,Non-essential,D,Q63ZY3
WASHC2A,Non-essential,D,Q641Q2
METRNL,Non-essential,D,Q641Q3
LPCAT4,Non-essential,D,Q643R3
WDR25,Core,D,Q64LD2
SAXO2,Non-essential,D,Q658L1
WSCD1,Non-essential,D,Q658N2
STEAP3,Non-essential,D,Q658P3
FAM91A1,Non-essential,D,Q658Y4
ICE2,Non-essential,D,Q659A1
LARP1B,Non-essential,D,Q659C4
CEP135,Non-essential,D,Q66GS9
TBC1D9B,Non-essential,D,Q66K14
DCAF15,Non-essential,D,Q66K64
TMEM198,Non-essential,D,Q66K66
MAP1S,Non-essential,D,Q66K74
CPZ,Non-essential,D,Q66K79
E4F1,Non-essential,D,Q66K89
PPP2R2D,Non-essential,D,Q66LE6
ARL6IP4,Cancer,O,Q66PJ3
ATG9B,Non-essential,D,Q674R7
KAZN,Cancer,O,Q674X7
ATG16L1,Non-essential,D,Q676U5
RAP1GAP2,Non-essential,D,Q684P5
MUC17,Non-essential,D,Q685J3
STEAP4,Non-essential,D,Q687X5
OLFML2A,Non-essential,D,Q68BL7
OLFML2B,Non-essential,D,Q68BL8
NUGGC,Non-essential,D,Q68CJ6
CREB3L3,Non-essential,D,Q68CJ9
ACSM2B,Non-essential,D,Q68CK6
TPGS2,Non-essential,D,Q68CL5
HGSNAT,Non-essential,D,Q68CP4
ARID2,Non-essential,D,Q68CP9
MROH7,Non-essential,D,Q68CQ1
UTP25,Core,D,Q68CQ4
GLT8D1,Cancer,O,Q68CQ7
SEL1L3,Non-essential,D,Q68CR1
LRRC66,Non-essential,D,Q68CR7
RPGRIP1L,Non-essential,D,Q68CZ1
TNS3,Non-essential,D,Q68CZ2
HAUS3,Core,B,Q68CZ6
SLFN13,Non-essential,D,Q68D06
SPTY2D1,Non-essential,D,Q68D10
TMEM215,Non-essential,D,Q68D42
DENND2C,Non-essential,D,Q68D51
NCR3LG1,Non-essential,D,Q68D85
CCDC102B,Non-essential,D,Q68D86
MBLAC2,Non-essential,D,Q68D91
FMN1,Non-essential,D,Q68DA7
ANKS6,Non-essential,D,Q68DC2
PLA2G4F,Non-essential,D,Q68DD2
USF3,Non-essential,D,Q68DE3
LMBRD2,Non-essential,D,Q68DH5
ZNF776,Non-essential,D,Q68DI1
ZFYVE26,Non-essential,D,Q68DK2
MSL1,Non-essential,D,Q68DK7
C18orf63,Non-essential,D,Q68DL7
CRYBG3,Non-essential,D,Q68DQ2
KCTD16,Non-essential,D,Q68DU8
RNF43,Non-essential,D,Q68DV7
FRMPD2,Non-essential,D,Q68DX3
ZNF626,Non-essential,D,Q68DY1
ZNF772,Non-essential,D,Q68DY9
INTS3,Core,D,Q68E01
ZNF57,Non-essential,D,Q68EA5
ARHGAP17,Non-essential,D,Q68EM7
MATCAP1,Non-essential,D,Q68EN5
LHX8,Non-essential,D,Q68G74
LEMD1,Non-essential,D,Q68G75
DUSP29,Non-essential,D,Q68J44
KCTD11,Non-essential,D,Q693B1
SLC6A19,Non-essential,D,Q695T7
TMEM42,Cancer,O,Q69YG0
CDCA2,Non-essential,D,Q69YH5
NAIF1,Non-essential,D,Q69YI7
NCBP2AS2,Non-essential,D,Q69YL0
CWF19L1,Non-essential,D,Q69YN2
VIRMA,Core,D,Q69YN4
SPECC1L,Non-essential,D,Q69YQ0
ANKRD34A,Non-essential,D,Q69YU3
UQCC6,Non-essential,D,Q69YU5
STUM,Non-essential,D,Q69YW2
TMEM200B,Non-essential,D,Q69YZ2
KRT40,Non-essential,D,Q6A162
KRT39,Non-essential,D,Q6A163
TXNDC8,Non-essential,D,Q6A555
ZNF518A,Non-essential,D,Q6AHZ1
HEATR6,Non-essential,D,Q6AI08
ANKRD40,Cancer,O,Q6AI12
SLC9A4,Non-essential,D,Q6AI14
BICRAL,Non-essential,D,Q6AI39
ZNF324B,Non-essential,D,Q6AW86
WWC2,Non-essential,D,Q6AWC2
ZNF660,Non-essential,D,Q6AZW8
SCARA3,Non-essential,D,Q6AZY7
TRIM68,Non-essential,D,Q6AZZ1
TIGD3,Non-essential,D,Q6B0B8
KDM4D,Non-essential,D,Q6B0I6
HBM,Non-essential,D,Q6B0K9
DUSP13B,Non-essential,D,Q6B8I1
IGFL4,Non-essential,D,Q6B9Z1
FCRLB,Non-essential,D,Q6BAA4
CYB5R2,Non-essential,D,Q6BCY4
REP15,Cancer,O,Q6BDI9
BLTP3A,Non-essential,D,Q6BDS2
SP5,Non-essential,D,Q6BEB4
AMMECR1L,Non-essential,D,Q6DCA0
ZNF787,Non-essential,D,Q6DD87
ATL3,Non-essential,D,Q6DD88
CC2D2B,Non-essential,D,Q6DHV5
MAPDA,Non-essential,D,Q6DHV7
PLAG1,Non-essential,D,Q6DJT9
RPL7L1,Core,O,Q6DKI1
LGALS9C,Non-essential,D,Q6DKI2
PVRIG,Non-essential,D,Q6DKI7
NXN,Non-essential,D,Q6DKJ4
TTC19,Non-essential,D,Q6DKK2
MCTP2,Cancer,O,Q6DN12
MCTP1,Non-essential,D,Q6DN14
FCRL6,Non-essential,D,Q6DN72
IQSEC1,Non-essential,D,Q6DN90
CDC42BPG,Non-essential,D,Q6DT37
GPR139,Non-essential,D,Q6DWJ6
DMKN,Non-essential,D,Q6E0U4
AWAT2,Non-essential,D,Q6E213
IL31,Non-essential,D,Q6EBC2
ZNF470,Non-essential,D,Q6ECI4
POLR2M,Non-essential,D,Q6EEV4
SUMO4,Non-essential,D,Q6EEV6
CLEC6A,Non-essential,D,Q6EIG7
TTLL5,Non-essential,D,Q6EMB2
VASN,Non-essential,D,Q6EMK4
CARMIL2,Non-essential,D,Q6F5E8
SFRP4,Cancer,O,Q6FHJ7
CIAPIN1,Core,D,Q6FI81
ZFAND6,Cancer,O,Q6FIF0
FAAH2,Cancer,O,Q6GMR7
SMYD5,Non-essential,D,Q6GMV2
PTRHD1,Non-essential,D,Q6GMV3
XAF1,Non-essential,D,Q6GPH4
ITPRIPL1,Non-essential,D,Q6GPH6
CTRB2,Cancer,O,Q6GPI1
OTUD7B,Non-essential,D,Q6GQQ9
PM20D1,Cancer,O,Q6GTS8
LAIR1,Non-essential,D,Q6GTX8
TMEM225,Non-essential,D,Q6GV28
RALGAPA1,Cancer,O,Q6GYQ0
RAET1G,Non-essential,D,Q6H3X3
ABLIM2,Non-essential,D,Q6H8Q1
ISM2,Non-essential,D,Q6H9L7
ASTL,Non-essential,D,Q6HA08
THOC7,Core,D,Q6I9Y2
SIGIRR,Non-essential,D,Q6IA17
NADSYN1,Non-essential,D,Q6IA69
ELP2,Non-essential,D,Q6IA86
LAMTOR1,Non-essential,D,Q6IAA8
DHRS7B,Non-essential,D,Q6IAN0
GLYAT,Non-essential,D,Q6IB77
TWF2,Non-essential,D,Q6IBS0
NCAPH2,Core,D,Q6IBW4
C22orf42,Non-essential,D,Q6IC83
GRAMD4,Non-essential,D,Q6IC98
DESI1,Non-essential,D,Q6ICB0
PHETA2,Non-essential,D,Q6ICB4
RTL6,Non-essential,D,Q6ICC9
KIAA0930,Non-essential,D,Q6ICG6
WBP2NL,Cancer,O,Q6ICG8
ASPHD2,Non-essential,D,Q6ICH7
LHFPL7,Non-essential,D,Q6ICI0
TANGO2,Non-essential,D,Q6ICL3
SLC35E4,Non-essential,D,Q6ICL7
SPINK14,Non-essential,D,Q6IE38
JADE1,Non-essential,D,Q6IE81
TMEM132E,Non-essential,D,Q6IEE7
SLFN12L,Non-essential,D,Q6IEE8
